,district,students_in_grade_12_19,sat_19_grade_12_takers,sat_19_grade_12_at_erwb_benchmark,sat_19_grade_12_at_math_benchmark,students_in_grade_11_19,sat_19_grade_11_takers,sat_19_grade_11_at_erwb_benchmark,sat_19_grade_11_at_math_benchmark,sat_19_grade_12_at_both_benchmarks,sat_19_grade_11_at_both_benchmarks,sat_19_g12_participation,sat_19_g11_participation,students_in_grade_12_20,sat_20_grade_12_takers,sat_20_grade_12_at_erwb_benchmark,sat_20_grade_12_at_math_benchmark,students_in_grade_11_20,sat_20_grade_11_takers,sat_20_grade_11_at_erwb_benchmark,sat_20_grade_11_at_math_benchmark,sat_20_grade_12_at_both_benchmarks,sat_20_grade_11_at_both_benchmarks,sat_20_g12_participation,sat_20_g11_Participation
0,Castro Valley Unified,737.0,311.0,0.8970999999999999,0.7814,759.0,350.0,0.9343,0.8629000000000001,0.7524,0.008371,0.42198100407055633,0.461133069828722,781,329,0.9057999999999999,0.7659999999999999,786,154,0.961,0.9351,0.7204,0.9220999999999999,0.4212548015364917,0.19592875318066158
1,Maxwell Unified,29.0,10.0,,,26.0,6.0,,,,,0.3448275862068966,0.23076923076923078,26,8,,,23,9,,,,,0.3076923076923077,0.391304347826087
2,Contra Costa County Office of Education,771.0,295.0,0.8034,0.6068,887.0,453.0,0.8366,0.6645,0.5932,0.0064459999999999995,0.38261997405966275,0.5107102593010147,899,372,0.7608,0.5188,848,37,0.973,0.8378,0.5054,0.8378,0.41379310344827586,0.04363207547169811
3,San Ramon Valley Unified,2652.0,933.0,0.9561,0.8532,2699.0,1552.0,0.9762000000000001,0.9381,0.8414,0.009290999999999999,0.35180995475113125,0.5750277880696554,2748,1002,0.9511,0.8493,2760,838,0.9893000000000001,0.9761,0.8312999999999999,0.9714,0.3646288209606987,0.3036231884057971
4,Sanger Unified,850.0,335.0,0.6239,0.3761,813.0,223.0,0.7354,0.6233,0.34630000000000005,0.005516,0.3941176470588235,0.2742927429274293,857,260,0.5577000000000001,0.3346,854,80,0.8375,0.7875,0.2808,0.725,0.3033838973162194,0.0936768149882904
5,Upper Lake Unified,83.0,12.0,,,78.0,13.0,,,,,0.14457831325301204,0.16666666666666666,69,7,,,75,56,0.4643,0.10710000000000001,,0.10710000000000001,0.10144927536231885,0.7466666666666667
6,Bellflower Unified,953.0,263.0,0.7870999999999999,0.5246999999999999,955.0,211.0,0.8389,0.6825,0.4943,0.006445000000000001,0.2759706190975866,0.22094240837696336,998,226,0.7965000000000001,0.5,960,15,1.0,0.8667,0.48229999999999995,0.8667,0.22645290581162325,0.015625
7,West Covina Unified,1194.0,356.0,0.7809,0.5196999999999999,1153.0,279.0,0.8602,0.6774,0.4803,0.006416,0.2981574539363484,0.2419774501300954,1160,352,0.7898000000000001,0.5368999999999999,1100,26,0.8845999999999999,0.7308,0.4972,0.7308,0.30344827586206896,0.023636363636363636
8,San Rafael City High,634.0,245.0,0.7959,0.6,674.0,279.0,0.8961,0.7491,0.5796,0.007240000000000001,0.3864353312302839,0.413946587537092,733,234,0.8761,0.6325,715,34,0.9412,0.8824,0.6197,0.8529000000000001,0.31923601637107774,0.04755244755244755
9,Anderson Valley Unified,55.0,25.0,0.68,0.2,22.0,14.0,,,0.2,,0.45454545454545453,0.6363636363636364,22,5,,,37,1,,,,,0.22727272727272727,0.02702702702702703
10,North Monterey County Unified,369.0,111.0,0.5766,0.2703,329.0,68.0,0.6470999999999999,0.3824,0.2703,0.003529,0.3008130081300813,0.2066869300911854,330,91,0.49450000000000005,0.2198,360,3,,,0.20879999999999999,,0.27575757575757576,0.008333333333333333
11,Brea-Olinda Unified,506.0,205.0,0.9170999999999999,0.7512000000000001,433.0,142.0,0.9366,0.8944,0.722,0.008803,0.4051383399209486,0.3279445727482679,450,125,0.904,0.768,443,55,0.9818000000000001,0.9818000000000001,0.7440000000000001,0.9818000000000001,0.2777777777777778,0.12415349887133183
12,Orange Unified,2261.0,1870.0,0.5631,0.3791,2100.0,426.0,0.9412999999999999,0.7911,0.3583,0.007864,0.8270676691729323,0.20285714285714285,2152,1676,0.5095000000000001,0.3126,2199,153,0.9542,0.8954000000000001,0.30010000000000003,0.8889,0.7788104089219331,0.06957708049113233
13,Los Alamitos Unified,759.0,319.0,0.9154000000000001,0.7334999999999999,761.0,359.0,0.9443,0.8134,0.7116,0.00805,0.42028985507246375,0.47174770039421815,752,306,0.902,0.7059000000000001,803,119,0.9915999999999999,0.8992,0.6765000000000001,0.8992,0.40691489361702127,0.14819427148194272
14,Tahoe-Truckee Unified,303.0,105.0,0.7905,0.6667000000000001,306.0,145.0,0.8621,0.8207,0.619,0.007724,0.3465346534653465,0.4738562091503268,315,96,0.7604000000000001,0.6667000000000001,301,57,0.8946999999999999,0.8245999999999999,0.625,0.807,0.3047619047619048,0.1893687707641196
15,Hemet Unified,1858.0,1195.0,0.4879,0.24100000000000002,1725.0,238.0,0.7269,0.47479999999999994,0.22760000000000002,0.00458,0.6431646932185145,0.13797101449275362,1848,1232,0.4253,0.1989,1761,19,0.47369999999999995,0.5263,0.18510000000000001,0.4211,0.6666666666666666,0.010789324247586598
16,Center Joint Unified,354.0,53.0,0.8301999999999999,0.6792,319.0,41.0,0.878,0.8049,0.6225999999999999,0.007561,0.1497175141242938,0.12852664576802508,316,59,0.7797,0.7458,333,7,,,0.6779999999999999,,0.18670886075949367,0.021021021021021023
17,Barstow Unified,394.0,44.0,0.6591,0.4318,367.0,53.0,0.7547,0.6981,0.4318,0.005849,0.1116751269035533,0.1444141689373297,370,34,0.7940999999999999,0.6175999999999999,380,0,,,0.5588000000000001,,0.0918918918918919,0.0
18,Victor Valley Union High,1911.0,501.0,0.6267,0.2894,2010.0,1520.0,0.45659999999999995,0.1809,0.2735,0.0017499999999999998,0.2621664050235479,0.7562189054726368,2063,482,0.6162,0.31120000000000003,1995,1504,0.41359999999999997,0.2114,0.29460000000000003,0.1935,0.23364032961706252,0.7538847117794486
19,Snowline Joint Unified,560.0,138.0,0.8043,0.4855,541.0,130.0,0.8538,0.6692,0.47100000000000003,0.0065379999999999995,0.24642857142857144,0.24029574861367836,544,124,0.7903,0.5403,590,16,0.9375,0.9375,0.5161,0.875,0.22794117647058823,0.02711864406779661
20,San Francisco Unified,4399.0,2256.0,0.6999,0.6117,4430.0,2042.0,0.8334999999999999,0.7669,0.5532,0.007258,0.5128438281427598,0.46094808126410836,4428,2043,0.7425,0.6324000000000001,4483,616,0.9448000000000001,0.9318000000000001,0.5815,0.9091,0.4613821138211382,0.13740798572384563
21,San Luis Obispo County Office of Education,186.0,0.0,,,117.0,0.0,,,,,0.0,0.0,180,0,,,155,0,,,,,0.0,0.0
22,La Honda-Pescadero Unified,21.0,8.0,,,22.0,17.0,0.9412,0.7646999999999999,,0.007646999999999999,0.38095238095238093,0.7727272727272727,21,15,0.8,0.7333,21,0,,,0.6667000000000001,,0.7142857142857143,0.0
23,Morgan Hill Unified,636.0,259.0,0.8571,0.695,692.0,255.0,0.9059,0.7843000000000001,0.6640999999999999,0.007608,0.40723270440251574,0.3684971098265896,678,264,0.7955,0.6742,682,84,0.9643,0.8809999999999999,0.6325999999999999,0.8571,0.3893805309734513,0.12316715542521994
24,Twin Hills Union Elementary,25.0,3.0,,,30.0,6.0,,,,,0.12,0.2,25,0,,,24,0,,,,,0.0,0.0
25,Woodlake Unified,168.0,22.0,0.6818000000000001,0.2727,156.0,56.0,0.6964,0.4107,0.2727,0.00375,0.13095238095238096,0.358974358974359,171,34,0.6175999999999999,0.3529,173,0,,,0.29410000000000003,,0.19883040935672514,0.0
26,Mesa Union Elementary,18.0,0.0,,,28.0,3.0,,,,,0.0,0.10714285714285714,19,2,,,21,2,,,,,0.10526315789473684,0.09523809523809523
27,Oak Park Unified,438.0,168.0,0.9523999999999999,0.875,419.0,216.0,0.9861,0.9398000000000001,0.8690000000000001,0.009352,0.3835616438356164,0.5155131264916468,404,134,0.9776,0.8731,410,98,0.9898,1.0,0.8582,0.9898,0.3316831683168317,0.23902439024390243
28,Camptonville Elementary,42.0,6.0,,,43.0,23.0,0.8261,0.6957,,0.006957,0.14285714285714285,0.5348837209302325,44,5,,,61,20,0.7,0.5,,0.4,0.11363636363636363,0.32786885245901637
29,Albany City Unified,307.0,114.0,0.9386,0.8509,262.0,147.0,1.0,0.9592,0.8421,0.009592,0.3713355048859935,0.5610687022900763,258,91,0.9451,0.9451,298,52,1.0,0.9808,0.9340999999999999,0.9808,0.35271317829457366,0.174496644295302
30,Gridley Unified,175.0,65.0,0.6154,0.5385,167.0,94.0,0.6489,0.4894,0.4769,0.004255,0.37142857142857144,0.562874251497006,165,53,0.5472,0.4717,172,3,,,0.3774,,0.3212121212121212,0.01744186046511628
31,Del Norte County Office of Education,117.0,1.0,,,60.0,0.0,,,,,0.008547008547008548,0.0,100,0,,,53,0,,,,,0.0,0.0
32,Del Norte County Unified,246.0,71.0,0.6901,0.507,237.0,66.0,0.7726999999999999,0.5758,0.4225,0.005606,0.2886178861788618,0.27848101265822783,244,10,,,227,2,,,,,0.040983606557377046,0.00881057268722467
33,Washington Unified,563.0,182.0,0.6043999999999999,0.3901,564.0,132.0,0.7955,0.5909,0.3626,0.005606,0.32326820603907636,0.23404255319148937,337,114,0.4561,0.193,342,5,,,0.16670000000000001,,0.33827893175074186,0.014619883040935672
34,Washington Unified,339.0,82.0,0.439,0.10980000000000001,317.0,148.0,0.5068,0.2568,0.09759999999999999,0.002365,0.24188790560471976,0.4668769716088328,337,114,0.4561,0.193,342,5,,,0.16670000000000001,,0.33827893175074186,0.014619883040935672
35,Humboldt County Office of Education,87.0,21.0,0.8571,0.7143,81.0,20.0,0.95,0.65,0.619,0.006500000000000001,0.2413793103448276,0.24691358024691357,100,13,,,97,0,,,,,0.13,0.0
36,Fortuna Union High,274.0,78.0,0.7436,0.5769,240.0,52.0,0.7885,0.6346,0.5385,0.006154,0.2846715328467153,0.21666666666666667,230,70,0.7857,0.5143,279,18,0.8889,0.7222,0.5143,0.6667000000000001,0.30434782608695654,0.06451612903225806
37,Central Union High,958.0,274.0,0.6934,0.42340000000000005,994.0,165.0,0.7394,0.5879,0.40149999999999997,0.005333,0.2860125260960334,0.1659959758551308,958,219,0.6620999999999999,0.4703,954,6,,,0.3973,,0.22860125260960334,0.006289308176100629
38,Lone Pine Unified,16.0,5.0,,,20.0,3.0,,,,,0.3125,0.15,18,11,,,22,0,,,,,0.6111111111111112,0.0
39,Delano Joint Union High,1004.0,320.0,0.5594,0.38130000000000003,1009.0,368.0,0.6712,0.45380000000000004,0.3375,0.003886,0.3187250996015936,0.3647175421209118,1022,271,0.5129,0.3395,1102,18,0.7778,0.6111,0.2768,0.6111,0.2651663405088063,0.016333938294010888
40,Big Valley Joint Unified,20.0,10.0,,,11.0,9.0,,,,,0.5,0.8181818181818182,14,6,,,11,2,,,,,0.42857142857142855,0.18181818181818182
41,Fort Sage Unified,30.0,0.0,,,21.0,0.0,,,,,0.0,0.0,35,2,,,43,0,,,,,0.05714285714285714,0.0
42,Los Angeles County Office of Education,1236.0,368.0,0.7011,0.3696,1015.0,321.0,0.7009000000000001,0.4829,0.3533,0.004673,0.2977346278317152,0.316256157635468,1032,324,0.6142,0.38270000000000004,1199,22,0.8636,0.7726999999999999,0.3611,0.7726999999999999,0.313953488372093,0.01834862385321101
43,Antelope Valley Union High,5657.0,1147.0,0.6609,0.32780000000000004,5280.0,3966.0,0.4667,0.18989999999999999,0.313,0.001773,0.20275764539508573,0.7511363636363636,5585,1028,0.6448999999999999,0.2918,5273,3842,0.41590000000000005,0.2043,0.2792,0.1864,0.18406445837063562,0.7286174853024844
44,Arcadia Unified,857.0,372.0,0.9301,0.879,797.0,426.0,0.9695,0.9601000000000001,0.8414,0.00939,0.4340723453908985,0.534504391468005,823,350,0.8914,0.8686,798,303,0.9934000000000001,0.9769,0.8114,0.9703,0.425273390036452,0.37969924812030076
45,Norwalk-La Mirada Unified,1403.0,1223.0,0.4285,0.2175,1344.0,1171.0,0.5337,0.2459,0.1979,0.002263,0.8717034925160371,0.8712797619047619,1387,293,0.6724,0.3993,1352,1174,0.4514,0.2325,0.3754,0.2138,0.21124729632299927,0.8683431952662722
46,Compton Unified,1361.0,280.0,0.4107,0.1607,1351.0,958.0,0.3716,0.1451,0.1464,0.0012839999999999998,0.20573108008817045,0.7091043671354552,1337,848,0.32780000000000004,0.1167,1321,956,0.318,0.1402,0.1002,0.1266,0.6342557965594615,0.7236941710825132
47,Newport-Mesa Unified,1817.0,411.0,0.7762,0.5864,1695.0,394.0,0.8629000000000001,0.7487,0.5645,0.0071319999999999995,0.22619702806824435,0.23244837758112094,1740,361,0.7812,0.59,1755,103,0.9709,0.9515,0.5596,0.932,0.2074712643678161,0.05868945868945869
48,Santa Ana Unified,4128.0,3149.0,0.3693,0.2509,4045.0,1474.0,0.6729999999999999,0.5251,0.2137,0.00479,0.7628391472868217,0.36440049443757727,4240,2823,0.3843,0.27449999999999997,4019,123,0.9431,0.9187000000000001,0.23800000000000002,0.9024,0.6658018867924528,0.03060462801691963
49,Palm Springs Unified,1777.0,470.0,0.6362,0.317,1782.0,522.0,0.7222,0.4157,0.3,0.00387,0.2644907146876759,0.29292929292929293,1842,541,0.6043999999999999,0.3383,1738,193,0.7047,0.41450000000000004,0.3179,0.3886,0.2937024972855592,0.11104718066743383
50,Sacramento City Unified,3244.0,787.0,0.6365999999999999,0.4498,3097.0,2500.0,0.562,0.3156,0.4155,0.0029760000000000003,0.24260172626387178,0.8072328059412335,3219,695,0.6920999999999999,0.4547,3084,2338,0.4966,0.3212,0.4158,0.2943,0.21590556073314693,0.75810635538262
51,Twin Rivers Unified,2234.0,1156.0,0.3322,0.17129999999999998,1762.0,257.0,0.6498,0.4241,0.1548,0.0036959999999999996,0.5174574753804835,0.14585698070374575,2363,1136,0.3072,0.1673,1800,10,,,0.1417,,0.4807448159119763,0.005555555555555556
52,Rialto Unified,1973.0,467.0,0.5803,0.3533,1922.0,1646.0,0.44049999999999995,0.2242,0.3233,0.002041,0.2366953877344146,0.8563995837669095,2046,483,0.5672999999999999,0.39130000000000004,1864,1638,0.35960000000000003,0.1789,0.34369999999999995,0.15810000000000002,0.23607038123167157,0.878755364806867
53,San Marcos Unified,1534.0,533.0,0.8386,0.5854,1565.0,677.0,0.87,0.7061,0.5647,0.006883,0.3474576271186441,0.4325878594249201,1626,505,0.8395999999999999,0.5743,1611,228,0.9473999999999999,0.8245999999999999,0.5624,0.807,0.3105781057810578,0.14152700186219738
54,Coast Unified,45.0,12.0,,,47.0,13.0,,,,,0.26666666666666666,0.2765957446808511,49,18,0.7778,0.6667000000000001,43,5,,,0.6667000000000001,,0.3673469387755102,0.11627906976744186
55,Butte Valley Unified,18.0,0.0,,,18.0,4.0,,,,,0.0,0.2222222222222222,18,2,,,24,10,,,,,0.1111111111111111,0.4166666666666667
56,Guerneville Elementary,59.0,1.0,,,62.0,1.0,,,,,0.01694915254237288,0.016129032258064516,24,2,,,26,1,,,,,0.08333333333333333,0.038461538461538464
57,East Nicolaus Joint Union High,79.0,35.0,0.7429000000000001,0.4571,79.0,37.0,0.8108,0.4054,0.4571,0.0040539999999999994,0.4430379746835443,0.46835443037974683,75,35,0.4857,0.2,79,18,0.5556,0.16670000000000001,0.2,0.16670000000000001,0.4666666666666667,0.22784810126582278
58,Alpaugh Unified,80.0,18.0,0.44439999999999996,0.22219999999999998,75.0,2.0,,,0.22219999999999998,,0.225,0.02666666666666667,84,7,,,93,2,,,,,0.08333333333333333,0.021505376344086023
59,Hayward Unified,1601.0,549.0,0.6211,0.4353,1635.0,485.0,0.732,0.4722,0.3934,0.0044540000000000005,0.34291068082448467,0.2966360856269113,1699,505,0.5761999999999999,0.3446,1647,17,0.9412,0.8234999999999999,0.3109,0.8234999999999999,0.2972336668628605,0.010321797207043109
60,San Lorenzo Unified,1099.0,364.0,0.6703,0.467,984.0,357.0,0.8347,0.7059000000000001,0.41479999999999995,0.006723,0.33121019108280253,0.3628048780487805,1014,315,0.746,0.5524,1094,17,1.0,1.0,0.5206000000000001,1.0,0.3106508875739645,0.015539305301645339
61,Dublin Unified,695.0,271.0,0.941,0.7897,772.0,434.0,0.9631000000000001,0.9401,0.7823,0.009217,0.3899280575539568,0.5621761658031088,789,294,0.9251999999999999,0.8197,814,278,0.982,0.9676,0.7959,0.9568000000000001,0.3726235741444867,0.3415233415233415
62,Pierce Joint Unified,107.0,21.0,0.5238,0.1429,109.0,38.0,0.6842,0.4474,0.1429,0.0044740000000000005,0.19626168224299065,0.3486238532110092,107,33,0.6667000000000001,0.3636,109,3,,,0.3636,,0.308411214953271,0.027522935779816515
63,Liberty Union High,2138.0,639.0,0.7903,0.5383,1989.0,587.0,0.8926999999999999,0.7138,0.5211,0.006865000000000001,0.29887745556594947,0.29512317747611866,2090,594,0.8148000000000001,0.5740999999999999,2038,273,0.9048,0.7545999999999999,0.5488000000000001,0.7436,0.28421052631578947,0.133954857703631
64,Parlier Unified,232.0,51.0,0.451,0.27449999999999997,249.0,66.0,0.43939999999999996,0.19699999999999998,0.2157,0.001818,0.21982758620689655,0.26506024096385544,253,60,0.35,0.16670000000000001,268,1,,,0.1333,,0.23715415019762845,0.0037313432835820895
65,Southern Humboldt Joint Unified,51.0,13.0,,,46.0,14.0,,,,,0.2549019607843137,0.30434782608695654,49,9,,,50,1,,,,,0.1836734693877551,0.02
66,Inyo County Office of Education,361.0,23.0,0.0435,0.0435,708.0,13.0,,,0.0,,0.06371191135734072,0.018361581920903956,330,26,0.11539999999999999,0.0,646,0,,,0.0,,0.07878787878787878,0.0
67,El Tejon Unified,61.0,13.0,,,72.0,7.0,,,,,0.21311475409836064,0.09722222222222222,71,13,,,63,1,,,,,0.18309859154929578,0.015873015873015872
68,Corcoran Joint Unified,187.0,49.0,0.551,0.3469,234.0,36.0,0.5556,0.16670000000000001,0.3265,0.001389,0.2620320855614973,0.15384615384615385,197,44,0.4318,0.11359999999999999,237,2,,,0.11359999999999999,,0.2233502538071066,0.008438818565400843
69,Kit Carson Union Elementary,75.0,2.0,,,297.0,2.0,,,,,0.02666666666666667,0.006734006734006734,142,2,,,299,0,,,,,0.014084507042253521,0.0
70,Lassen Union High,190.0,40.0,0.8,0.425,184.0,42.0,0.8571,0.7381,0.4,0.007143,0.21052631578947367,0.22826086956521738,176,41,0.7561,0.46340000000000003,180,26,0.7692,0.7308,0.439,0.6923,0.23295454545454544,0.14444444444444443
71,El Segundo Unified,319.0,142.0,0.9366,0.669,301.0,173.0,0.9711,0.8728,0.6479,0.008671,0.445141065830721,0.574750830564784,298,115,0.9043000000000001,0.7652,320,29,1.0,0.9309999999999999,0.713,0.9309999999999999,0.3859060402684564,0.090625
72,Lawndale Elementary,126.0,95.0,0.5263,0.3053,131.0,125.0,0.616,0.376,0.2316,0.0035200000000000006,0.753968253968254,0.9541984732824428,124,72,0.625,0.43060000000000004,120,1,,,0.3889,,0.5806451612903226,0.008333333333333333
73,Marin County Office of Education,76.0,0.0,,,48.0,0.0,,,,,0.0,0.0,100,0,,,42,0,,,,,0.0,0.0
74,Merced Union High,2577.0,744.0,0.6317,0.3508,2588.0,593.0,0.7099,0.44520000000000004,0.3185,0.004233,0.28870779976717115,0.22913446676970634,2639,665,0.6225999999999999,0.3128,2664,149,0.7718,0.4765,0.2977,0.45640000000000003,0.2519893899204244,0.05593093093093093
75,Gustine Unified,155.0,18.0,0.5,0.16670000000000001,157.0,70.0,0.6857,0.3286,0.16670000000000001,0.003286,0.11612903225806452,0.445859872611465,148,32,0.3125,0.1563,143,0,,,0.125,,0.21621621621621623,0.0
76,Modoc Joint Unified,57.0,9.0,,,59.0,6.0,,,,,0.15789473684210525,0.1016949152542373,51,10,,,67,2,,,,,0.19607843137254902,0.029850746268656716
77,Corona-Norco Unified,4488.0,1736.0,0.78,0.5703,4288.0,1515.0,0.8495,0.7134999999999999,0.5363,0.006733,0.3868092691622103,0.3533115671641791,4429,1647,0.7845,0.5719,4369,291,0.9519,0.8865999999999999,0.5471,0.8729,0.37186723865432375,0.06660563057907988
78,San Juan Unified,4487.0,938.0,0.8209000000000001,0.5832,4114.0,1037.0,0.8631,0.7078,0.5629,0.006884999999999999,0.20904836193447737,0.25206611570247933,4598,862,0.7831,0.5684,4238,225,0.8622,0.7556,0.5394,0.7289,0.18747281426707263,0.053091080698442664
79,Adelanto Elementary,142.0,2.0,,,94.0,0.0,,,,,0.014084507042253521,0.0,17,0,,,19,0,,,,,0.0,0.0
80,Julian Union Elementary,207.0,18.0,0.7778,0.3889,206.0,14.0,,,0.3889,,0.08695652173913043,0.06796116504854369,72,11,,,104,1,,,,,0.1527777777777778,0.009615384615384616
81,Escalon Unified,201.0,63.0,0.7619,0.47619999999999996,209.0,51.0,0.8824,0.7646999999999999,0.44439999999999996,0.007451000000000001,0.31343283582089554,0.24401913875598086,196,57,0.7368000000000001,0.6491,230,4,,,0.5965,,0.29081632653061223,0.017391304347826087
82,New Jerusalem Elementary,523.0,72.0,0.5278,0.2639,518.0,94.0,0.4894,0.2979,0.25,0.002979,0.13766730401529637,0.18146718146718147,657,52,0.6923,0.32689999999999997,579,3,,,0.28850000000000003,,0.0791476407914764,0.0051813471502590676
83,Lompoc Unified,648.0,62.0,0.8548,0.6452,689.0,525.0,0.5543,0.2952,0.6452,0.0027429999999999998,0.09567901234567901,0.7619738751814223,632,79,0.8861,0.6203,685,522,0.5153,0.3046,0.6076,0.2759,0.125,0.762043795620438
84,Santa Cruz County Office of Education,594.0,59.0,0.9661,0.7966,295.0,68.0,1.0,0.9559000000000001,0.7966,0.009559000000000002,0.09932659932659933,0.2305084745762712,508,74,0.9459000000000001,0.8108,395,34,1.0,1.0,0.8108,1.0,0.14566929133858267,0.08607594936708861
85,Travis Unified,419.0,163.0,0.8098000000000001,0.5521,453.0,144.0,0.9097,0.7292000000000001,0.5337,0.0071530000000000005,0.38902147971360385,0.31788079470198677,422,148,0.8378,0.527,469,12,,,0.5203,,0.35071090047393366,0.0255863539445629
86,Sutter Union High,189.0,49.0,0.898,0.6531,192.0,43.0,0.907,0.6977,0.6531,0.006977,0.25925925925925924,0.22395833333333334,181,43,0.7442,0.5814,206,21,0.8095,0.7619,0.5349,0.7143,0.23756906077348067,0.10194174757281553
87,Corning Union High,228.0,30.0,0.8,0.6,252.0,8.0,,,0.6,,0.13157894736842105,0.031746031746031744,255,18,0.5556,0.44439999999999996,249,69,0.6667000000000001,0.4203,0.3333,0.4058,0.07058823529411765,0.27710843373493976
88,Tulare County Office of Education,465.0,31.0,0.8065000000000001,0.5484,250.0,27.0,0.9259000000000001,0.8148000000000001,0.5484,0.008148,0.06666666666666667,0.108,448,39,0.8974,0.7692,221,4,,,0.7692,,0.08705357142857142,0.01809954751131222
89,Sonora Union High,263.0,41.0,0.9268000000000001,0.7561,253.0,28.0,0.9286,0.75,0.7561,0.007143,0.155893536121673,0.11067193675889328,252,38,0.9211,0.7631999999999999,282,7,,,0.7368000000000001,,0.15079365079365079,0.024822695035460994
90,Simi Valley Unified,1416.0,321.0,0.8815999999999999,0.6822,1445.0,357.0,0.9495999999999999,0.8403,0.6417,0.008235,0.2266949152542373,0.24705882352941178,1491,349,0.8825,0.616,1372,102,0.9902,0.9314,0.6074,0.9216,0.2340710932260228,0.07434402332361516
91,Yuba County Office of Education,166.0,1.0,,,98.0,0.0,,,,,0.006024096385542169,0.0,88,0,,,113,0,,,,,0.0,0.0
92,Amador County Unified,290.0,53.0,0.8301999999999999,0.6604000000000001,324.0,48.0,0.9792000000000001,0.8542000000000001,0.6225999999999999,0.008542000000000001,0.18275862068965518,0.14814814814814814,319,69,0.8551000000000001,0.6087,332,14,,,0.5797,,0.21630094043887146,0.04216867469879518
93,Coalinga-Huron Unified,288.0,59.0,0.6441,0.25420000000000004,294.0,64.0,0.6406000000000001,0.3594,0.25420000000000004,0.003594,0.2048611111111111,0.21768707482993196,304,70,0.5857,0.3,312,31,0.7419,0.5806,0.3,0.4839,0.23026315789473684,0.09935897435897435
94,Southern Kern Unified,234.0,40.0,0.725,0.35,261.0,12.0,,,0.35,,0.17094017094017094,0.04597701149425287,244,44,0.6136,0.25,214,4,,,0.2045,,0.18032786885245902,0.018691588785046728
95,Claremont Unified,616.0,263.0,0.8896999999999999,0.6881999999999999,590.0,314.0,0.9490000000000001,0.8534999999999999,0.6654000000000001,0.008312,0.42694805194805197,0.5322033898305085,589,266,0.8797,0.6729,606,76,0.9868000000000001,0.9211,0.6654000000000001,0.9211,0.45161290322580644,0.1254125412541254
96,Downey Unified,2147.0,731.0,0.7428,0.4829,1972.0,1713.0,0.5826,0.31989999999999996,0.45280000000000004,0.002989,0.34047508150908246,0.8686612576064908,2055,650,0.7015,0.4631,1959,1733,0.5216,0.3029,0.4354,0.2787,0.31630170316301703,0.8846350178662583
97,La Canada Unified,347.0,170.0,0.9588,0.9294,340.0,178.0,0.9831,0.9887999999999999,0.9176000000000001,0.009775,0.4899135446685879,0.5235294117647059,340,157,0.9682,0.9107999999999999,325,108,1.0,1.0,0.9045000000000001,1.0,0.46176470588235297,0.3323076923076923
98,South Pasadena Unified,370.0,181.0,0.9669,0.884,331.0,182.0,0.978,0.956,0.8785,0.009396,0.4891891891891892,0.5498489425981873,324,178,0.9494,0.8371,368,68,0.9706,0.9853000000000001,0.8146,0.9706,0.5493827160493827,0.18478260869565216
99,Temple City Unified,518.0,235.0,0.9319,0.8298000000000001,500.0,264.0,0.9621,0.8939,0.7915000000000001,0.008787999999999999,0.45366795366795365,0.528,510,207,0.9275,0.8986,459,133,0.9699,0.9623999999999999,0.8647,0.9398000000000001,0.40588235294117647,0.289760348583878
100,Torrance Unified,2115.0,795.0,0.8742,0.7258,1956.0,802.0,0.9389,0.8554,0.7069,0.008354,0.375886524822695,0.4100204498977505,2007,707,0.8684999999999999,0.7440000000000001,1930,240,0.9708,0.9417,0.7058,0.9333,0.35226706527154955,0.12435233160621761
101,Walnut Valley Unified,1424.0,809.0,0.8912,0.8084,1322.0,765.0,0.9647,0.9412,0.7726000000000001,0.009229000000000001,0.5681179775280899,0.5786686838124054,1354,687,0.9272,0.8661,1216,429,0.9743999999999999,0.9790000000000001,0.8326,0.965,0.5073855243722304,0.3527960526315789
102,Acton-Agua Dulce Unified,1268.0,112.0,0.6607,0.3036,1888.0,120.0,0.775,0.43329999999999996,0.2768,0.004333,0.08832807570977919,0.0635593220338983,1020,107,0.6168,0.2991,1902,9,,,0.2897,,0.10490196078431373,0.00473186119873817
103,SBE - Academia Avance Charter,65.0,42.0,0.35710000000000003,0.1429,54.0,40.0,0.475,0.225,0.11900000000000001,0.0015,0.6461538461538462,0.7407407407407407,58,45,0.2667,0.0667,63,2,,,0.0667,,0.7758620689655172,0.031746031746031744
104,SBE - Prepa Tec Los Angeles High,0.0,0.0,,,97.0,47.0,0.3617,0.0851,,0.000851,,0.4845360824742268,76,11,,,102,3,,,,,0.14473684210526316,0.029411764705882353
105,Yosemite Unified,202.0,57.0,0.8421,0.47369999999999995,212.0,56.0,0.9464,0.7857,0.4561,0.007857,0.28217821782178215,0.2641509433962264,203,35,0.8856999999999999,0.6286,224,14,,,0.6,,0.1724137931034483,0.0625
106,Eastern Sierra Unified,22.0,11.0,,,23.0,13.0,,,,,0.5,0.5652173913043478,21,9,,,31,5,,,,,0.42857142857142855,0.16129032258064516
