CDS,RType,SName,DName,CName,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,Year
19647331933381,S,James A. Garfield Senior High,Los Angeles Unified,Los Angeles,610,269,17,17,18,17,49,18.22,2019-20
19647331933746,S,Granada Hills Charter,Los Angeles Unified,Los Angeles,1185,174,26,26,25,25,134,77.01,2019-20
19647331933795,S,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,396,6,*,*,*,*,*,*,2019-20
19647331933852,S,Alexander Hamilton Senior High,Los Angeles Unified,Los Angeles,571,106,24,24,21,22,62,58.49,2019-20
19647331934033,S,Hollywood Senior High,Los Angeles Unified,Los Angeles,330,35,20,21,19,20,14,40.00,2019-20
19647331934157,S,Huntington Park Senior High,Los Angeles Unified,Los Angeles,297,19,16,16,16,18,2,10.53,2019-20
19647331934371,S,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,122,27,15,16,16,17,3,11.11,2019-20
19647331934454,S,David Starr Jordan Senior High,Los Angeles Unified,Los Angeles,102,25,15,16,17,17,1,4.00,2019-20
19647331935121,S,Abraham Lincoln Senior High,Los Angeles Unified,Los Angeles,249,9,*,*,*,*,*,*,2019-20
19647331935352,S,Los Angeles Senior High,Los Angeles Unified,Los Angeles,250,20,15,16,16,15,2,10.00,2019-20
19647331935519,S,Manual Arts Senior High,Los Angeles Unified,Los Angeles,337,47,16,18,17,17,11,23.40,2019-20
19647331935568,S,John Marshall Senior High,Los Angeles Unified,Los Angeles,534,87,24,24,23,23,62,71.26,2019-20
19647331935865,S,James Monroe High,Los Angeles Unified,Los Angeles,412,27,18,19,19,19,7,25.93,2019-20
19647331936160,S,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,464,27,18,19,18,18,9,33.33,2019-20
19647331936350,S,North Hollywood Senior High,Los Angeles Unified,Los Angeles,604,60,27,27,27,26,50,83.33,2019-20
19647331937226,S,Reseda Charter High,Los Angeles Unified,Los Angeles,315,12,*,*,*,*,*,*,2019-20
19647331937424,S,Theodore Roosevelt Senior High,Los Angeles Unified,Los Angeles,299,60,16,17,17,17,10,16.67,2019-20
19647331937622,S,San Fernando Senior High,Los Angeles Unified,Los Angeles,405,36,20,21,20,19,15,41.67,2019-20
19647331937838,S,San Pedro Senior High,Los Angeles Unified,Los Angeles,494,55,22,23,22,22,35,63.64,2019-20
19647331938307,S,South Gate Senior High,Los Angeles Unified,Los Angeles,477,105,18,20,18,19,29,27.62,2019-20
19647331938554,S,Sylmar Charter High,Los Angeles Unified,Los Angeles,313,7,*,*,*,*,*,*,2019-20
19647331938612,S,Taft Charter High,Los Angeles Unified,Los Angeles,454,47,24,25,24,23,32,68.09,2019-20
19647331938885,S,University High School Charter,Los Angeles Unified,Los Angeles,292,33,21,23,21,21,18,54.55,2019-20
19647331938968,S,Van Nuys Senior High,Los Angeles Unified,Los Angeles,555,32,25,26,24,23,26,81.25,2019-20
19647331939040,S,Venice Senior High,Los Angeles Unified,Los Angeles,414,41,24,25,22,23,31,75.61,2019-20
19647331939107,S,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,281,4,*,*,*,*,*,*,2019-20
19647331939305,S,George Washington Preparatory High,Los Angeles Unified,Los Angeles,211,29,15,17,16,16,3,10.34,2019-20
19647331939479,S,WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,220,33,19,20,18,19,13,39.39,2019-20
19647331939859,S,Woodrow Wilson Senior High,Los Angeles Unified,Los Angeles,282,38,18,19,19,19,10,26.32,2019-20
19647331939941,S,John F. Kennedy High,Los Angeles Unified,Los Angeles,516,25,19,20,21,19,13,52.00,2019-20
19647331995448,S,Francisco Bravo Medical Magnet High,Los Angeles Unified,Los Angeles,407,47,22,23,22,22,34,72.34,2019-20
19647331995794,S,Youth Opportunities Unlimited,Los Angeles Unified,Los Angeles,74,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647331995836,S,Palisades Charter High,Los Angeles Unified,Los Angeles,723,200,27,28,25,26,163,81.50,2019-20
19647331996115,S,City of Angels,Los Angeles Unified,Los Angeles,332,7,*,*,*,*,*,*,2019-20
19647331996610,S,Los Angeles Leadership Academy,Los Angeles Unified,Los Angeles,42,5,*,*,*,*,*,*,2019-20
19647336016885,S,Elizabeth Learning Center,Los Angeles Unified,Los Angeles,169,5,*,*,*,*,*,*,2019-20
19647336019475,S,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,74,2,*,*,*,*,*,*,2019-20
19647336019715,S,Vaughn Next Century Learning Center,Los Angeles Unified,Los Angeles,150,3,*,*,*,*,*,*,2019-20
19647336058002,S,Robert Fulton College Preparatory,Los Angeles Unified,Los Angeles,161,6,*,*,*,*,*,*,2019-20
19647336060529,S,Marlton,Los Angeles Unified,Los Angeles,24,8,*,*,*,*,*,*,2019-20
19647336061451,S,Foshay Learning Center,Los Angeles Unified,Los Angeles,174,6,*,*,*,*,*,*,2019-20
19647336061600,S,Sun Valley Magnet,Los Angeles Unified,Los Angeles,77,12,*,*,*,*,*,*,2019-20
19647336116750,S,PUC Community Charter Middle and PUC Community Charter Early College High,Los Angeles Unified,Los Angeles,94,84,17,19,18,19,25,29.76,2019-20
19647740109538,S,Marco Antonio Firebaugh High,Lynwood Unified,Los Angeles,343,74,16,18,17,17,11,14.86,2019-20
19647740114777,S,Pathway Independent Study,Lynwood Unified,Los Angeles,101,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19647741935436,S,Lynwood High,Lynwood Unified,Los Angeles,409,43,19,20,19,19,14,32.56,2019-20
19647901935899,S,Canyon Oaks High,Monrovia Unified,Los Angeles,16,1,*,*,*,*,*,*,2019-20
19647901935923,S,Monrovia High,Monrovia Unified,Los Angeles,351,55,21,23,21,21,33,60.00,2019-20
19648080124552,S,Applied Technology Center,Montebello Unified,Los Angeles,120,29,18,18,17,18,6,20.69,2019-20
19648081930155,S,Schurr High,Montebello Unified,Los Angeles,666,35,22,22,23,22,23,65.71,2019-20
19648081930825,S,Bell Gardens High,Montebello Unified,Los Angeles,606,141,17,18,17,19,27,19.15,2019-20
19648081935998,S,Montebello High,Montebello Unified,Los Angeles,659,31,19,20,20,19,12,38.71,2019-20
19648401933647,S,John H. Glenn High,Norwalk-La Mirada Unified,Los Angeles,291,28,18,18,19,19,7,25.00,2019-20
19648401934728,S,La Mirada High,Norwalk-La Mirada Unified,Los Angeles,457,18,22,23,22,22,11,61.11,2019-20
19648401936467,S,Norwalk High,Norwalk-La Mirada Unified,Los Angeles,473,49,19,19,19,19,12,24.49,2019-20
19648570112714,S,Antelope Valley Learning Academy,Palmdale Elementary,Los Angeles,143,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19648570125377,S,Palmdale Aerospace Academy,Palmdale Elementary,Los Angeles,192,12,*,*,*,*,*,*,2019-20
19648651995588,S,Palos Verdes Peninsula High,Palos Verdes Peninsula Unified,Los Angeles,500,166,29,28,28,28,153,92.17,2019-20
19648651996552,S,Palos Verdes High,Palos Verdes Peninsula Unified,Los Angeles,404,180,27,27,26,26,158,87.78,2019-20
19648731936749,S,Paramount High,Paramount Unified,Los Angeles,1132,39,21,21,21,20,18,46.15,2019-20
19648810113464,S,Aveson Global Leadership Academy,Pasadena Unified,Los Angeles,47,2,*,*,*,*,*,*,2019-20
19648810117440,S,CIS Academy,Pasadena Unified,Los Angeles,107,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19648810118075,S,Learning Works,Pasadena Unified,Los Angeles,136,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19648811931062,S,Blair High,Pasadena Unified,Los Angeles,113,9,*,*,*,*,*,*,2019-20
19648811931674,S,Marshall Fundamental,Pasadena Unified,Los Angeles,244,40,23,25,22,23,27,67.50,2019-20
19648811936103,S,John Muir High,Pasadena Unified,Los Angeles,177,14,*,*,*,*,*,*,2019-20
19648811936822,S,Pasadena High,Pasadena Unified,Los Angeles,374,43,22,24,21,23,29,67.44,2019-20
19649070115170,S,School of Extended Educational Options,Pomona Unified,Los Angeles,283,1,*,*,*,*,*,*,2019-20
19649071933175,S,Ganesha High,Pomona Unified,Los Angeles,230,49,17,19,17,17,12,24.49,2019-20
19649071933324,S,Garey High,Pomona Unified,Los Angeles,374,18,18,19,19,19,4,22.22,2019-20
19649071937028,S,Pomona High,Pomona Unified,Los Angeles,292,66,16,17,17,17,8,12.12,2019-20
19649071995901,S,Diamond Ranch High,Pomona Unified,Los Angeles,389,50,23,23,21,22,32,64.00,2019-20
19649071996495,S,Village Academy High School at Indian Hill,Pomona Unified,Los Angeles,72,21,16,16,16,17,2,9.52,2019-20
19649076061634,S,Fremont Academy of Engineering and Design,Pomona Unified,Los Angeles,73,2,*,*,*,*,*,*,2019-20
19649076061642,S,Palomares Academy of Health Science,Pomona Unified,Los Angeles,29,2,*,*,*,*,*,*,2019-20
19649641937754,S,San Marino High,San Marino Unified,Los Angeles,259,63,29,29,30,29,58,92.06,2019-20
19649801938000,S,Santa Monica High,Santa Monica-Malibu Unified,Los Angeles,669,193,27,27,26,26,158,81.87,2019-20
19649801995737,S,Malibu High,Santa Monica-Malibu Unified,Los Angeles,147,36,29,28,26,26,32,88.89,2019-20
19650291938455,S,South Pasadena Senior High,South Pasadena Unified,Los Angeles,322,68,27,27,27,26,58,85.29,2019-20
19650521938679,S,Temple City High,Temple City Unified,Los Angeles,488,69,28,27,28,27,61,88.41,2019-20
19650601936277,S,North High,Torrance Unified,Los Angeles,412,52,24,25,23,24,39,75.00,2019-20
19650601938356,S,South High,Torrance Unified,Los Angeles,493,132,26,26,26,26,112,84.85,2019-20
19650601938752,S,Torrance High,Torrance Unified,Los Angeles,413,79,24,24,23,24,59,74.68,2019-20
19650601939602,S,West High,Torrance Unified,Los Angeles,488,99,28,28,27,26,86,86.87,2019-20
19650940112706,S,California Virtual Academy @ Los Angeles,West Covina Unified,Los Angeles,339,10,*,*,*,*,*,*,2019-20
19650940122432,S,Edgewood High,West Covina Unified,Los Angeles,187,9,*,*,*,*,*,*,2019-20
19650941939537,S,West Covina High,West Covina Unified,Los Angeles,502,36,23,23,24,23,26,72.22,2019-20
19651281931302,S,California High,Whittier Union High,Los Angeles,687,47,22,22,21,21,27,57.45,2019-20
19651281934868,S,La Serna High,Whittier Union High,Los Angeles,587,55,22,23,23,23,37,67.27,2019-20
19651281936889,S,Pioneer High,Whittier Union High,Los Angeles,265,60,17,19,20,19,17,28.33,2019-20
19651281937903,S,Santa Fe High,Whittier Union High,Los Angeles,511,143,19,20,21,20,64,44.76,2019-20
19651281939701,S,Whittier High,Whittier Union High,Los Angeles,413,81,18,19,19,18,25,30.86,2019-20
19651281995653,S,Sierra Vista High (Alternative),Whittier Union High,Los Angeles,128,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19651360102459,S,Golden Valley High,William S. Hart Union High,Los Angeles,508,42,22,24,23,22,26,61.90,2019-20
19651360102475,S,West Ranch High,William S. Hart Union High,Los Angeles,526,112,27,27,27,26,99,88.39,2019-20
19651360112359,S,Sequoia,William S. Hart Union High,Los Angeles,19,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19651360114439,S,Mission View Public,William S. Hart Union High,Los Angeles,35,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19651360117234,S,Santa Clarita Valley International,William S. Hart Union High,Los Angeles,62,9,*,*,*,*,*,*,2019-20
19651361931492,S,Canyon High,William S. Hart Union High,Los Angeles,518,59,22,23,22,22,36,61.02,2019-20
19651361931740,S,Saugus High,William S. Hart Union High,Los Angeles,577,127,25,26,25,24,103,81.10,2019-20
19651361932532,S,Learning Post High (Alternative),William S. Hart Union High,Los Angeles,82,6,*,*,*,*,*,*,2019-20
19651361933902,S,William S. Hart High,William S. Hart Union High,Los Angeles,578,69,26,27,24,25,57,82.61,2019-20
19651361934421,S,Bowman (Jereann) High (Continuation),William S. Hart Union High,Los Angeles,316,1,*,*,*,*,*,*,2019-20
19651361995802,S,Valencia High,William S. Hart Union High,Los Angeles,679,138,26,26,26,25,115,83.33,2019-20
19651361996263,S,Opportunities for Learning - Santa Clarita,William S. Hart Union High,Los Angeles,99,5,*,*,*,*,*,*,2019-20
19651361996321,S,Academy of the Canyons,William S. Hart Union High,Los Angeles,101,23,27,28,25,24,22,95.65,2019-20
19734370115725,S,Lifeline Education Charter,Compton Unified,Los Angeles,56,25,18,18,17,16,6,24.00,2019-20
19734370132969,S,Compton Early College High,Compton Unified,Los Angeles,78,3,*,*,*,*,*,*,2019-20
19734371931567,S,Centennial High,Compton Unified,Los Angeles,196,30,13,15,15,15,1,3.33,2019-20
19734371931963,S,Compton High,Compton Unified,Los Angeles,349,85,15,16,17,16,7,8.24,2019-20
19734371932326,S,Dominguez High,Compton Unified,Los Angeles,366,62,17,18,17,17,13,20.97,2019-20
19734371996057,S,Thurgood Marshall,Compton Unified,Los Angeles,31,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19734451933316,S,Puente Hills High,Hacienda la Puente Unified,Los Angeles,68,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19734451934801,S,La Puente High,Hacienda la Puente Unified,Los Angeles,243,16,20,19,20,20,6,37.50,2019-20
19734451935246,S,Los Altos High,Hacienda la Puente Unified,Los Angeles,381,13,*,*,*,*,*,*,2019-20
19734451939834,S,Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,369,23,27,28,26,26,21,91.30,2019-20
19734451939925,S,William Workman High,Hacienda la Puente Unified,Los Angeles,272,5,*,*,*,*,*,*,2019-20
19734520120600,S,iQ Academy California-Los Angeles,Rowland Unified,Los Angeles,91,1,*,*,*,*,*,*,2019-20
19734521936228,S,Nogales High,Rowland Unified,Los Angeles,432,63,18,19,19,19,21,33.33,2019-20
19734521937564,S,John A. Rowland High,Rowland Unified,Los Angeles,486,51,26,26,27,26,42,82.35,2019-20
19734601932862,S,Diamond Bar High,Walnut Valley Unified,Los Angeles,713,170,29,29,29,28,164,96.47,2019-20
19734601939149,S,Walnut High,Walnut Valley Unified,Los Angeles,591,82,28,28,28,28,73,89.02,2019-20
19752911995810,S,Gabrielino High,San Gabriel Unified,Los Angeles,427,51,25,27,26,25,43,84.31,2019-20
19752911996016,S,Options for Youth San Gabriel,San Gabriel Unified,Los Angeles,135,2,*,*,*,*,*,*,2019-20
19753090127100,S,Assurance Learning Academy,Acton-Agua Dulce Unified,Los Angeles,254,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19753090131383,S,SIATech Academy South,Acton-Agua Dulce Unified,Los Angeles,93,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19753090131987,S,iLEAD Hybrid,Acton-Agua Dulce Unified,Los Angeles,100,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19753090132654,S,Community Collaborative Charter,Acton-Agua Dulce Unified,Los Angeles,114,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19753090134619,S,Empower Generations,Acton-Agua Dulce Unified,Los Angeles,24,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19753090135145,S,Compass Charter Schools of Los Angeles,Acton-Agua Dulce Unified,Los Angeles,64,2,*,*,*,*,*,*,2019-20
19753090136531,S,iLEAD Online,Acton-Agua Dulce Unified,Los Angeles,19,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19753090136648,S,Options for Youth-Acton,Acton-Agua Dulce Unified,Los Angeles,223,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19753090137703,S,"Method Schools, LA",Acton-Agua Dulce Unified,Los Angeles,22,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19753091995786,S,Vasquez High,Acton-Agua Dulce Unified,Los Angeles,83,5,*,*,*,*,*,*,2019-20
19753331935808,S,Mira Costa High,Manhattan Beach Unified,Los Angeles,681,318,29,29,27,27,294,92.45,2019-20
19753411937143,S,Redondo Union High,Redondo Beach Unified,Los Angeles,732,241,26,26,24,24,189,78.42,2019-20
19756636120158,S,New West Charter,SBE - New West Charter,Los Angeles,87,24,29,27,25,26,21,87.50,2019-20
19756971996693,S,School of Arts and Enterprise,SBE - The School of Arts and Enterprise,Los Angeles,84,1,*,*,*,*,*,*,2019-20
19757131930163,S,Alhambra High,Alhambra Unified,Los Angeles,618,94,23,24,23,22,68,72.34,2019-20
19757131934553,S,Mark Keppel High,Alhambra Unified,Los Angeles,547,61,28,28,28,28,59,96.72,2019-20
19757131937697,S,San Gabriel High,Alhambra Unified,Los Angeles,492,68,23,23,24,23,49,72.06,2019-20
19757131995430,S,Independence High (Alternative),Alhambra Unified,Los Angeles,48,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19768690119016,S,Da Vinci Science,Wiseburn Unified,Los Angeles,171,29,26,24,23,22,20,68.97,2019-20
19768690119636,S,Da Vinci Design,Wiseburn Unified,Los Angeles,189,37,19,20,18,19,12,32.43,2019-20
19768690131128,S,Da Vinci Communications,Wiseburn Unified,Los Angeles,98,28,18,19,19,19,9,32.14,2019-20
19769680109926,S,Academia Avance Charter,SBE - Academia Avance Charter,Los Angeles,58,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19769920133900,S,Prepa Tec Los Angeles High,SBE - Prepa Tec Los Angeles High,Los Angeles,76,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
19772890109942,S,Los Angeles College Prep Academy,SBE - Los Angeles College Prep Academy,Los Angeles,41,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
20652012032357,S,Chowchilla Union High,Chowchilla Union High,Madera,248,2,*,*,*,*,*,*,2019-20
20652430110965,S,Madera South High,Madera Unified,Madera,700,166,16,18,17,17,26,15.66,2019-20
20652430118950,S,Sherman Thomas Charter High,Madera Unified,Madera,25,1,*,*,*,*,*,*,2019-20
20652432035640,S,Furman (Duane E.) High (Independent Study Program),Madera Unified,Madera,95,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
20652432035707,S,Madera High,Madera Unified,Madera,456,92,18,20,18,19,32,34.78,2019-20
20755802030203,S,Liberty High,Golden Valley Unified,Madera,139,10,*,*,*,*,*,*,2019-20
20756060117010,S,Minarets High,Chawanakee Unified,Madera,36,8,*,*,*,*,*,*,2019-20
20756060125021,S,Minarets Charter High,Chawanakee Unified,Madera,79,12,*,*,*,*,*,*,2019-20
20756060132936,S,Chawanakee Academy Charter,Chawanakee Unified,Madera,23,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
20764142030013,S,Yosemite High,Yosemite Unified,Madera,135,24,25,27,24,24,20,83.33,2019-20
20764142030104,S,Evergreen High,Yosemite Unified,Madera,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
20764142030237,S,Glacier High School Charter,Yosemite Unified,Madera,29,4,*,*,*,*,*,*,2019-20
21654172130045,S,Nova Education Center,Novato Unified,Marin,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
21654172132272,S,Novato High,Novato Unified,Marin,355,99,24,24,23,24,62,62.63,2019-20
21654172133056,S,San Marin High,Novato Unified,Marin,264,89,25,26,24,24,70,78.65,2019-20
21654662133262,S,San Rafael High,San Rafael City High,Marin,356,44,24,24,24,23,37,84.09,2019-20
21654662134005,S,Terra Linda High,San Rafael City High,Marin,340,60,25,25,24,24,51,85.00,2019-20
21654822130078,S,Tamiscal High (Alternative),Tamalpais Union High,Marin,80,22,26,28,23,24,18,81.82,2019-20
21654822131340,S,Sir Francis Drake High,Tamalpais Union High,Marin,298,69,29,28,27,27,65,94.20,2019-20
21654822132587,S,Redwood High,Tamalpais Union High,Marin,423,183,29,28,26,27,168,91.80,2019-20
21654822133692,S,Tamalpais High,Tamalpais Union High,Marin,374,145,28,28,26,27,130,89.66,2019-20
21733612134310,S,Tomales High,Shoreline Unified,Marin,34,3,*,*,*,*,*,*,2019-20
22655322235356,S,Mariposa County High,Mariposa County Unified,Mariposa,117,18,23,24,25,23,13,72.22,2019-20
23655402330900,S,Anderson Valley Junior-Senior High,Anderson Valley Unified,Mendocino,18,2,*,*,*,*,*,*,2019-20
23655652331361,S,Fort Bragg High,Fort Bragg Unified,Mendocino,136,34,19,21,20,20,14,41.18,2019-20
23655812333185,S,Mendocino High,Mendocino Unified,Mendocino,35,6,*,*,*,*,*,*,2019-20
23655992333649,S,Point Arena High,Point Arena Joint Union High,Mendocino,32,6,*,*,*,*,*,*,2019-20
23656072334563,S,Round Valley High,Round Valley Unified,Mendocino,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
23656150128280,S,Ukiah Independent Study Academy,Ukiah Unified,Mendocino,27,1,*,*,*,*,*,*,2019-20
23656152330413,S,Redwood Academy of Ukiah,Ukiah Unified,Mendocino,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
23656152330454,S,Accelerated Achievement Academy,Ukiah Unified,Mendocino,17,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
23656152335024,S,Ukiah High,Ukiah Unified,Mendocino,349,23,25,26,25,23,20,86.96,2019-20
23656230136887,S,Sanhedrin Alternative,Willits Unified,Mendocino,28,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
23656232335487,S,Willits High,Willits Unified,Mendocino,86,6,*,*,*,*,*,*,2019-20
23738662330041,S,Potter Valley High,Potter Valley Community Unified,Mendocino,21,1,*,*,*,*,*,*,2019-20
23739162332260,S,Laytonville High,Laytonville Unified,Mendocino,28,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
24102490106518,S,Merced Scholars Charter,Merced County Office of Education,Merced,30,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
24102490138032,S,Come Back Charter,Merced County Office of Education,Merced,80,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
24656982432409,S,Hilmar High,Hilmar Unified,Merced,175,27,17,18,19,19,8,29.63,2019-20
24657302433001,S,Le Grand High,Le Grand Union High,Merced,131,8,*,*,*,*,*,*,2019-20
24657550119073,S,Crossroads Alternative Education Center,Los Banos Unified,Merced,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
24657550120923,S,Pacheco High,Los Banos Unified,Merced,419,39,19,21,20,20,20,51.28,2019-20
24657552434207,S,Los Banos High,Los Banos Unified,Merced,279,13,*,*,*,*,*,*,2019-20
24657890127373,S,El Capitan High,Merced Union High,Merced,396,52,20,22,20,21,23,44.23,2019-20
24657892430049,S,Independence High (Alternative),Merced Union High,Merced,40,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
24657892430098,S,Golden Valley High,Merced Union High,Merced,439,24,18,19,17,18,5,20.83,2019-20
24657892430205,S,Buhach Colony High,Merced Union High,Merced,475,55,18,21,19,20,16,29.09,2019-20
24657892430601,S,Atwater High,Merced Union High,Merced,412,42,18,21,18,19,14,33.33,2019-20
24657892433605,S,Livingston High,Merced Union High,Merced,313,45,19,21,20,20,18,40.00,2019-20
24657892435204,S,Merced High,Merced Union High,Merced,394,10,*,*,*,*,*,*,2019-20
24736192431807,S,Gustine High,Gustine Unified,Merced,133,2,*,*,*,*,*,*,2019-20
24753172431203,S,Dos Palos High,Dos Palos Oro Loma Joint Unified,Merced,142,4,*,*,*,*,*,*,2019-20
24753662430114,S,Delhi High,Delhi Unified,Merced,164,57,17,19,17,18,10,17.54,2019-20
25735852535409,S,Modoc High,Modoc Joint Unified,Modoc,48,23,14,16,16,17,2,8.70,2019-20
25735934737250,S,Tulelake High,Tulelake Basin Joint Unified,Modoc,27,14,*,*,*,*,*,*,2019-20
26102640124990,S,Urban Corps of San Diego County Charter,Mono County Office of Education,Mono,303,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
26736682633006,S,Coleville High,Eastern Sierra Unified,Mono,14,2,*,*,*,*,*,*,2019-20
26736922630010,S,Mammoth High,Mammoth Unified,Mono,76,10,*,*,*,*,*,*,2019-20
27102722730232,S,Monterey County Home Charter,Monterey County Office of Education,Monterey,76,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
27659872730414,S,Carmel High,Carmel Unified,Monterey,214,107,27,27,25,25,95,88.79,2019-20
27660680134254,S,Pinnacle Academy Charter - Independent Study,South Monterey County Joint Union High,Monterey,48,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
27660682730174,S,Greenfield High,South Monterey County Joint Union High,Monterey,270,60,15,16,16,16,3,5.00,2019-20
27660682732170,S,King City High,South Monterey County Joint Union High,Monterey,265,56,17,18,17,17,13,23.21,2019-20
27660920111435,S,Marina High,Monterey Peninsula Unified,Monterey,120,3,*,*,*,*,*,*,2019-20
27660922730240,S,Learning for Life Charter,Monterey Peninsula Unified,Monterey,60,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
27660922732808,S,Monterey High,Monterey Peninsula Unified,Monterey,315,24,23,24,22,22,17,70.83,2019-20
27660922735348,S,Seaside High,Monterey Peninsula Unified,Monterey,264,15,20,20,21,20,7,46.67,2019-20
27661342733657,S,Pacific Grove High,Pacific Grove Unified,Monterey,141,31,27,27,26,25,27,87.10,2019-20
27661590124610,S,El Puente,Salinas Union High,Monterey,189,1,*,*,*,*,*,*,2019-20
27661592730109,S,Alisal High,Salinas Union High,Monterey,670,181,17,18,19,19,52,28.73,2019-20
27661592730166,S,Everett Alvarez High,Salinas Union High,Monterey,628,85,18,19,19,19,26,30.59,2019-20
27661592733178,S,North Salinas High,Salinas Union High,Monterey,524,40,20,21,20,21,16,40.00,2019-20
27661592734556,S,Salinas High,Salinas Union High,Monterey,625,94,23,23,23,23,60,63.83,2019-20
27738252730034,S,North Monterey County High,North Monterey County Unified,Monterey,272,39,16,18,17,17,9,23.08,2019-20
27738252730125,S,North Monterey County Center for Independent Study,North Monterey County Unified,Monterey,38,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
27754402730190,S,Soledad High,Soledad Unified,Monterey,353,14,*,*,*,*,*,*,2019-20
27754732730885,S,Gonzales High,Gonzales Unified,Monterey,196,51,16,17,16,17,7,13.73,2019-20
28662412831758,S,Calistoga Junior/Senior High,Calistoga Joint Unified,Napa,52,20,15,16,17,16,2,10.00,2019-20
28662660101964,S,Napa Valley Independent Studies,Napa Valley Unified,Napa,59,1,*,*,*,*,*,*,2019-20
28662660121087,S,American Canyon High,Napa Valley Unified,Napa,372,20,22,23,23,22,11,55.00,2019-20
28662662830016,S,Vintage High,Napa Valley Unified,Napa,393,57,21,22,23,22,33,57.89,2019-20
28662662830115,S,New Technology High,Napa Valley Unified,Napa,95,9,*,*,*,*,*,*,2019-20
28662662835601,S,Napa High,Napa Valley Unified,Napa,482,50,22,23,24,23,35,70.00,2019-20
28662902837102,S,Saint Helena High,Saint Helena Unified,Napa,117,4,*,*,*,*,*,*,2019-20
29102980114314,S,Bitney Prep High,Nevada County Office of Education,Nevada,22,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
29102980126219,S,Forest Charter,Nevada County Office of Education,Nevada,87,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
29102980130823,S,EPIC de Cesar Chavez,Nevada County Office of Education,Nevada,181,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
29102982930147,S,John Muir Charter,Nevada County Office of Education,Nevada,336,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
29663570112367,S,William & Marian Ghidotti High,Nevada Joint Union High,Nevada,32,3,*,*,*,*,*,*,2019-20
29663570124834,S,Sierra Academy of Expeditionary Learning,Nevada Joint Union High,Nevada,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
29663572930030,S,North Point Academy,Nevada Joint Union High,Nevada,44,1,*,*,*,*,*,*,2019-20
29663572930048,S,Bear River High,Nevada Joint Union High,Nevada,131,22,26,26,26,27,19,86.36,2019-20
29663572935500,S,Nevada Union High,Nevada Joint Union High,Nevada,381,24,25,26,26,26,18,75.00,2019-20
