CDS,RType,SName,DName,CName,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,Year
43696664330593,S,Middle College High,San Jose Unified,Santa Clara,27,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
43696664333522,S,Leland High,San Jose Unified,Santa Clara,480,164,30,30,29,28,151,92.07,2019-20
43696664333795,S,Abraham Lincoln High,San Jose Unified,Santa Clara,426,53,24,25,24,24,40,75.47,2019-20
43696664335949,S,Pioneer High,San Jose Unified,Santa Clara,409,59,27,27,25,25,48,81.36,2019-20
43696664337200,S,San Jose High,San Jose Unified,Santa Clara,260,3,*,*,*,*,*,*,2019-20
43696664338950,S,Willow Glen High,San Jose Unified,Santa Clara,378,49,26,26,25,25,40,81.63,2019-20
43696740135970,S,Mission Early College High,Santa Clara Unified,Santa Clara,36,4,*,*,*,*,*,*,2019-20
43696744330122,S,Santa Clara High,Santa Clara Unified,Santa Clara,460,78,25,26,25,24,56,71.79,2019-20
43696744330247,S,Wilson Alternative,Santa Clara Unified,Santa Clara,126,2,*,*,*,*,*,*,2019-20
43696744338802,S,Adrian Wilcox High,Santa Clara Unified,Santa Clara,442,121,23,24,23,23,77,63.64,2019-20
43733874331039,S,Calaveras Hills,Milpitas Unified,Santa Clara,64,1,*,*,*,*,*,*,2019-20
43733874334470,S,Milpitas High,Milpitas Unified,Santa Clara,776,63,29,29,30,28,59,93.65,2019-20
44104470100305,S,Santa Cruz County Cypress Charter High,Santa Cruz County Office of Education,Santa Cruz,24,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
44104470136572,S,Santa Cruz County Career Advancement Charter,Santa Cruz County Office of Education,Santa Cruz,144,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
44104474430252,S,Pacific Collegiate Charter,Santa Cruz County Office of Education,Santa Cruz,84,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
44697990105858,S,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,294,77,17,19,18,19,18,23.38,2019-20
44697990117804,S,Ceiba College Preparatory Academy,Pajaro Valley Unified,Santa Cruz,56,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
44697994430229,S,Pacific Coast Charter,Pajaro Valley Unified,Santa Cruz,46,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
44697994430245,S,Diamond Technology Institute,Pajaro Valley Unified,Santa Cruz,18,4,*,*,*,*,*,*,2019-20
44697994430518,S,Aptos High,Pajaro Valley Unified,Santa Cruz,322,65,24,25,23,24,47,72.31,2019-20
44697994437901,S,Watsonville High,Pajaro Valley Unified,Santa Cruz,472,95,18,21,19,19,34,35.79,2019-20
44698070110007,S,Ocean Grove Charter,San Lorenzo Valley Unified,Santa Cruz,107,4,*,*,*,*,*,*,2019-20
44698074430179,S,SLVUSD Charter,San Lorenzo Valley Unified,Santa Cruz,17,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
44698074436754,S,San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,194,19,28,31,26,28,19,100.00,2019-20
44698234430096,S,Ark Independent Studies,Santa Cruz City High,Santa Cruz,25,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
44698234430187,S,Delta Charter,Santa Cruz City High,Santa Cruz,49,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
44698234432340,S,Harbor High,Santa Cruz City High,Santa Cruz,190,46,19,21,20,20,20,43.48,2019-20
44698234437109,S,Santa Cruz High,Santa Cruz City High,Santa Cruz,268,39,26,27,26,25,35,89.74,2019-20
44698234437406,S,Soquel High,Santa Cruz City High,Santa Cruz,238,56,25,25,23,23,42,75.00,2019-20
44754320139410,S,California Connections Academy Monterey Bay,Scotts Valley Unified,Santa Cruz,19,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
44754324430211,S,Scotts Valley High,Scotts Valley Unified,Santa Cruz,209,53,25,26,24,25,45,84.91,2019-20
45104540129957,S,Northern Summit Academy Shasta,Shasta County Office of Education,Shasta,27,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
45104540132647,S,Shasta County Independent Study,Shasta County Office of Education,Shasta,51,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
45698564530028,S,West Valley High,Anderson Union High,Shasta,195,22,23,25,24,24,19,86.36,2019-20
45698564530051,S,Oakview High (Alternative),Anderson Union High,Shasta,44,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
45698564530333,S,Anderson New Technology High,Anderson Union High,Shasta,23,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
45698564530804,S,Anderson High,Anderson Union High,Shasta,114,1,*,*,*,*,*,*,2019-20
45699894531000,S,Burney Junior-Senior High,Fall River Joint Unified,Shasta,22,2,*,*,*,*,*,*,2019-20
45699894533600,S,Fall River Junior-Senior High,Fall River Joint Unified,Shasta,38,9,*,*,*,*,*,*,2019-20
45701100135889,S,Stellar Charter,Redding Elementary,Shasta,19,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
45701360106013,S,University Preparatory,Shasta Union High,Shasta,110,31,27,28,26,26,30,96.77,2019-20
45701364530044,S,Foothill High,Shasta Union High,Shasta,297,12,*,*,*,*,*,*,2019-20
45701364530267,S,Shasta Charter Academy,Shasta Union High,Shasta,85,1,*,*,*,*,*,*,2019-20
45701364530309,S,North State Independence High,Shasta Union High,Shasta,48,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
45701364532750,S,Enterprise High,Shasta Union High,Shasta,256,13,*,*,*,*,*,*,2019-20
45701364537304,S,Shasta High,Shasta Union High,Shasta,344,39,24,26,25,24,34,87.18,2019-20
45701690136440,S,Phoenix Charter Academy,Whitmore Union Elementary,Shasta,45,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
45701690137117,S,New Day Academy,Whitmore Union Elementary,Shasta,38,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
45752674530101,S,Gateway Educational Options,Gateway Unified,Shasta,17,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
45752674531901,S,Central Valley High,Gateway Unified,Shasta,116,3,*,*,*,*,*,*,2019-20
46701774634259,S,Loyalton High,Sierra-Plumas Joint Unified,Sierra,31,4,*,*,*,*,*,*,2019-20
47104700117168,S,Golden Eagle Charter,Siskiyou County Office of Education,Siskiyou,41,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
47104700137372,S,Northern United - Siskiyou Charter,Siskiyou County Office of Education,Siskiyou,24,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
47702504732707,S,Dunsmuir High,Dunsmuir Joint Union High,Siskiyou,17,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
47704664734356,S,Happy Camp High,Siskiyou Union High,Siskiyou,11,5,*,*,*,*,*,*,2019-20
47704664735403,S,Mt. Shasta High,Siskiyou Union High,Siskiyou,57,15,21,23,20,21,9,60.00,2019-20
47704664738753,S,Weed High,Siskiyou Union High,Siskiyou,33,2,*,*,*,*,*,*,2019-20
47705164739207,S,Yreka High,Yreka Union High,Siskiyou,117,30,19,20,19,20,13,43.33,2019-20
47736844731253,S,Butte Valley High,Butte Valley Unified,Siskiyou,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
47764554733309,S,Etna Union High,Scott Valley Unified,Siskiyou,45,17,20,23,21,21,10,58.82,2019-20
48705244831004,S,Benicia High,Benicia Unified,Solano,401,73,26,26,26,26,61,83.56,2019-20
48705324832259,S,Dixon High,Dixon Unified,Solano,249,81,20,21,21,20,36,44.44,2019-20
48705400125310,S,Public Safety Academy,Fairfield-Suisun Unified,Solano,54,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
48705404830170,S,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,486,46,25,25,24,24,33,71.74,2019-20
48705404830451,S,Armijo High,Fairfield-Suisun Unified,Solano,447,21,21,23,22,22,10,47.62,2019-20
48705404833000,S,Fairfield High,Fairfield-Suisun Unified,Solano,296,13,*,*,*,*,*,*,2019-20
48705654838801,S,Vanden High,Travis Unified,Solano,378,27,23,24,23,23,19,70.37,2019-20
48705730135095,S,Ernest Kimme Charter Academy for Independent Learning,Vacaville Unified,Solano,56,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
48705734830089,S,Will C. Wood High,Vacaville Unified,Solano,385,27,22,25,24,23,21,77.78,2019-20
48705734830113,S,Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,124,25,24,25,23,23,18,72.00,2019-20
48705734837803,S,Vacaville High,Vacaville Unified,Solano,414,43,22,22,23,22,29,67.44,2019-20
48705814830147,S,Jesse M. Bethel High,Vallejo City Unified,Solano,352,71,17,19,18,19,15,21.13,2019-20
48705814830196,S,MIT Academy,Vallejo City Unified,Solano,141,25,19,20,19,20,11,44.00,2019-20
