,district,students_in_grade_12_20,sat_20_grade_12_takers,sat_20_grade_12_at_erwb_benchmark,sat_20_grade_12_at_math_benchmark,students_in_grade_11_20,sat_20_grade_11_takers,sat_20_grade_11_at_erwb_benchmark,sat_20_grade_11_at_math_benchmark,sat_20_grade_12_at_both_benchmarks,sat_20_grade_11_at_both_benchmarks,sat_20_g12_participation,sat_20_g11_Participation,score,education_spend_per_student,avg_household_income,african_american,am_indian_or_alaska_native,asian,filipino,hispanic_or_latino,pacific_islander,white,two_or_more_races,not_reported
445,Alhambra Unified,1805,821,0.7917000000000001,0.6979000000000001,1650,177,0.9548000000000001,0.9434999999999999,0.6431,0.9153,0.4548476454293629,0.10727272727272727,20.86,14392.0,60647.0,0.006,0.001,0.501,0.024,0.409,0.001,0.021,0.027000000000000003,0.011000000000000001
447,Fort Bragg Unified,138,41,0.6829000000000001,0.3171,152,16,0.4375,0.375,0.2927,0.3125,0.2971014492753623,0.10526315789473684,36.4,14147.0,50363.0,0.004,0.008,0.008,0.0,0.447,0.0,0.44299999999999995,0.057,0.031
448,Soledad Unified,384,136,0.3897,0.0882,349,288,0.2882,0.09380000000000001,0.0882,0.0764,0.3541666666666667,0.8252148997134671,23.53,13498.0,63142.0,0.004,0.001,0.01,0.01,0.9490000000000001,0.001,0.021,0.003,0.0
449,Huntington Beach Union High,4111,1324,0.8663,0.7545000000000001,3907,394,0.9745999999999999,0.9745999999999999,0.7281,0.9594,0.32206275845293114,0.10084463782953673,5.65,12816.0,88159.0,0.009000000000000001,0.003,0.28,0.013000000000000001,0.289,0.004,0.349,0.045,0.008
450,Banning Unified,323,62,0.5806,0.2742,339,36,0.6944,0.3056,0.2581,0.25,0.19195046439628483,0.10619469026548672,48.09,13707.0,43906.0,0.073,0.026000000000000002,0.040999999999999995,0.01,0.711,0.001,0.109,0.027999999999999997,0.0
451,Desert Sands Unified,2328,549,0.6849,0.42619999999999997,2270,2000,0.499,0.284,0.40979999999999994,0.2645,0.23582474226804123,0.8810572687224669,31.78,13157.0,58738.0,0.015,0.002,0.02,0.006999999999999999,0.746,0.001,0.171,0.02,0.019
453,Fontana Unified,2962,2510,0.361,0.1805,2857,2592,0.37579999999999997,0.218,0.155,0.1929,0.8474004051316678,0.9072453622681134,12.93,15045.0,63253.0,0.049,0.001,0.015,0.011000000000000001,0.8740000000000001,0.002,0.038,0.011000000000000001,0.0
455,San Lorenzo Valley Unified,318,75,0.8533,0.6933,314,16,0.875,0.875,0.6533,0.8125,0.2358490566037736,0.050955414012738856,6.77,11012.0,98013.0,0.006,0.002,0.049,0.01,0.198,0.003,0.589,0.087,0.057
458,Benicia Unified,437,127,0.8268000000000001,0.7087,399,22,1.0,1.0,0.6772,1.0,0.2906178489702517,0.05513784461152882,13.06,10914.0,103163.0,0.064,0.004,0.048,0.071,0.203,0.002,0.446,0.14300000000000002,0.021
459,Fairfield-Suisun Unified,1512,350,0.8114,0.6029,1538,56,1.0,0.8571,0.5857,0.8571,0.23148148148148148,0.036410923276983094,11.18,11182.0,83874.0,0.135,0.003,0.057999999999999996,0.09,0.452,0.011000000000000001,0.156,0.092,0.002
464,Ojai Unified,201,60,0.85,0.7667,209,18,0.9444,0.8889,0.7667,0.8889,0.29850746268656714,0.0861244019138756,10.9,12123.0,79371.0,0.008,0.002,0.013999999999999999,0.005,0.38,0.001,0.552,0.038,0.0
465,Moorpark Unified,538,120,0.8417,0.725,526,40,0.975,0.85,0.675,0.85,0.22304832713754646,0.07604562737642585,19.36,10939.0,107703.0,0.006999999999999999,0.001,0.049,0.01,0.503,0.0,0.379,0.05,0.0
466,Berkeley Unified,825,323,0.8606999999999999,0.7306999999999999,849,67,1.0,0.9851000000000001,0.7090000000000001,0.9851000000000001,0.39151515151515154,0.07891637220259129,32.14,17280.0,85444.0,0.127,0.003,0.083,0.008,0.221,0.001,0.413,0.141,0.001
468,West Contra Costa Unified,2579,1759,0.4275,0.2354,2382,32,0.875,0.7813,0.2194,0.7813,0.6820473051570376,0.01343408900083963,2.49,14231.0,78737.0,0.134,0.002,0.1,0.048,0.562,0.005,0.10099999999999999,0.047,0.002
469,Clovis Unified,3313,1227,0.8068000000000001,0.5925,3235,689,0.8403,0.6967,0.5664,0.672,0.3703591910654995,0.21298299845440494,8.38,11404.0,84832.0,0.032,0.006,0.14800000000000002,0.022000000000000002,0.392,0.003,0.36200000000000004,0.035,0.0
473,Hanford Joint Union High,900,207,0.7295,0.401,930,75,0.8533,0.7333,0.3768,0.68,0.23,0.08064516129032258,30.9,12744.0,61455.0,0.033,0.004,0.013000000000000001,0.015,0.6940000000000001,0.002,0.204,0.03,0.005
474,Covina-Valley Unified,1078,932,0.4667,0.2446,1031,17,0.8234999999999999,0.7646999999999999,0.22210000000000002,0.7059000000000001,0.8645640074211502,0.016488845780795344,7.78,13698.0,73801.0,0.027000000000000003,0.003,0.069,0.03,0.7879999999999999,0.002,0.069,0.012,0.002
475,Wiseburn Unified,468,155,0.7613,0.4065,377,16,0.875,0.9375,0.38060000000000005,0.875,0.3311965811965812,0.042440318302387266,30.05,12098.0,109818.0,0.14,0.002,0.045,0.013000000000000001,0.532,0.005,0.163,0.073,0.027000000000000003
477,Mariposa County Unified,135,27,0.8519,0.7406999999999999,135,16,0.9375,0.9375,0.7037,0.9375,0.2,0.11851851851851852,41.92,13686.0,48586.0,0.005,0.039,0.009000000000000001,0.006,0.22,0.0,0.638,0.068,0.016
482,Nevada Joint Union High,714,160,0.875,0.75,674,40,0.975,0.925,0.6938,0.925,0.22408963585434175,0.05934718100890208,11.64,15562.0,61621.0,0.009000000000000001,0.013999999999999999,0.011000000000000001,0.003,0.139,0.0,0.75,0.071,0.003
483,Anaheim Union High,5270,1438,0.7267,0.5153,5024,308,0.9708,0.9351,0.493,0.9286,0.272865275142315,0.06130573248407643,14.19,13449.0,70303.0,0.021,0.001,0.135,0.040999999999999995,0.688,0.004,0.087,0.018000000000000002,0.003
485,Lake Elsinore Unified,1606,462,0.7403,0.5281,1659,131,0.7709999999999999,0.6412,0.4935,0.5725,0.2876712328767123,0.07896323086196504,12.08,13176.0,73231.0,0.039,0.003,0.018000000000000002,0.015,0.633,0.003,0.239,0.047,0.003
486,San Benito High,765,250,0.768,0.43200000000000005,800,74,0.8108,0.7297,0.408,0.6892,0.32679738562091504,0.0925,2.0,12664.0,86216.0,0.005,0.003,0.013000000000000001,0.013000000000000001,0.755,0.001,0.17600000000000002,0.016,0.017
489,San Bernardino City Unified,3590,723,0.5339,0.2503,3654,2370,0.36369999999999997,0.1869,0.22820000000000001,0.1603,0.20139275766016712,0.6486042692939245,30.7,15714.0,46743.0,0.11,0.003,0.013000000000000001,0.004,0.7929999999999999,0.004,0.048,0.016,0.01
490,San Diego Unified,9075,3213,0.7193,0.493,8763,672,0.9717,0.9092,0.47090000000000004,0.8987999999999999,0.3540495867768595,0.0766860664156111,1.01,14457.0,75020.0,0.077,0.003,0.087,0.046,0.467,0.004,0.225,0.08,0.012
491,San Dieguito Union High,2215,675,0.9259000000000001,0.8563,2233,671,0.9925,0.9762000000000001,0.8311,0.9717,0.3047404063205418,0.30049261083743845,63.35,11865.0,135646.0,0.006999999999999999,0.002,0.174,0.008,0.157,0.001,0.584,0.066,0.001
493,San Luis Coastal Unified,583,190,0.8946999999999999,0.8053,613,50,0.98,0.9,0.7842,0.9,0.3259005145797599,0.08156606851549755,20.9,13356.0,65800.0,0.006999999999999999,0.003,0.033,0.019,0.294,0.002,0.583,0.057,0.001
495,Gilroy Unified,922,272,0.8125,0.6029,975,44,0.9545,0.9091,0.5809000000000001,0.8864,0.2950108459869848,0.04512820512820513,24.01,12490.0,103388.0,0.013999999999999999,0.004,0.042,0.027999999999999997,0.708,0.002,0.14800000000000002,0.031,0.023
501,Newman-Crows Landing Unified,228,74,0.5405,0.3243,266,228,0.4474,0.2061,0.2973,0.1974,0.32456140350877194,0.8571428571428571,24.47,13285.0,63512.0,0.016,0.002,0.006,0.008,0.7879999999999999,0.002,0.152,0.026000000000000002,0.0
505,Tulare Joint Union High,1328,409,0.5819,0.3912,1388,19,0.8421,0.7895,0.33740000000000003,0.7368000000000001,0.3079819277108434,0.013688760806916427,34.98,14165.0,51324.0,0.024,0.003,0.013000000000000001,0.004,0.7809999999999999,0.002,0.163,0.005,0.005
508,Selma Unified,472,137,0.5036,0.3285,521,32,0.7813,0.5938,0.2774,0.5625,0.2902542372881356,0.061420345489443376,46.32,14374.0,41884.0,0.002,0.002,0.033,0.0,0.912,0.001,0.047,0.002,0.0
509,Sierra Sands Unified,360,57,0.8421,0.7193,393,40,0.9,0.725,0.6842,0.725,0.15833333333333333,0.10178117048346055,24.73,12280.0,68347.0,0.052000000000000005,0.012,0.025,0.018000000000000002,0.304,0.006,0.542,0.039,0.001
512,Manhattan Beach Unified,691,266,0.9662000000000001,0.8759,648,96,1.0,0.9895999999999999,0.8722,0.9895999999999999,0.3849493487698987,0.14814814814814814,107.33,14901.0,153023.0,0.011000000000000001,0.001,0.10800000000000001,0.012,0.124,0.001,0.598,0.138,0.006
514,Chowchilla Union High,267,89,0.6404000000000001,0.2921,271,49,0.7551000000000001,0.6531,0.2697,0.5918,0.3333333333333333,0.18081180811808117,40.67,12769.0,54094.0,0.006999999999999999,0.005,0.026000000000000002,0.003,0.659,0.001,0.28,0.02,0.0
518,Natomas Unified,1250,459,0.732,0.451,1191,809,0.5352,0.3214,0.44229999999999997,0.3016,0.3672,0.6792611251049538,9.3,12033.0,81010.0,0.163,0.005,0.17600000000000002,0.047,0.32,0.017,0.16,0.11,0.002
522,Santa Maria Joint Union High,1993,457,0.6520999999999999,0.512,2015,23,1.0,1.0,0.43329999999999996,1.0,0.2293025589563472,0.01141439205955335,17.71,13174.0,69070.0,0.006,0.004,0.008,0.015,0.873,0.001,0.08,0.006999999999999999,0.005
523,Santa Barbara Unified,1631,502,0.8327,0.6853,1570,232,0.9483,0.9095,0.6594,0.8966,0.3077866339668915,0.14777070063694267,4.81,13495.0,77021.0,0.006999999999999999,0.003,0.027999999999999997,0.005,0.595,0.001,0.326,0.026000000000000002,0.011000000000000001
528,Sonoma Valley Unified,320,112,0.7589,0.5625,333,22,0.9545,0.8636,0.4911,0.8636,0.35,0.06606606606606606,11.35,14357.0,84669.0,0.005,0.004,0.013999999999999999,0.005,0.603,0.002,0.337,0.016,0.015
